shipment_id,customer_id,origin,destination,weight,volume,carrier,mode,status,arrival_date,departure_date,delivered_date
4147712,19957,TX,BIM,92109,1535471,UPS,air,delivered,2025-03-18,2025-03-25,2025-04-02
4147713,21321,OH,BIM,51727,13933,DHL,air,delivered,2025-04-03,,
4147714,24818,MT,FSXM,5511,1837447,AMAZON,air,delivered,2025-03-14,2025-03-21,2025-04-01
4147715,24279,FL,BIM,22494,263198,USPS,air,delivered,2025-01-11,2025-02-08,2025-04-01
4147716,22354,ME,FSXM,83715,610772,DHL,sea,intransit,2025-02-28,2025-03-11,
4147717,33097,KY,FSXM,84638,1305521,DHL,air,received,2025-02-19,,
4147718,10663,OH,BIM,62243,464494,AMAZON,sea,received,2025-02-07,,
4147719,23284,ND,SXM,76488,583442,FEDEX,sea,delivered,2025-02-01,2025-03-28,2025-04-04
4147720,19910,KY,GUY,99583,1689363,FEDEX,sea,received,2025-02-06,,
4147721,30232,ME,FSXM,68962,401060,USPS,air,received,2025-04-03,,
4147722,10037,MT,GUY,27313,1772408,UPS,air,received,2025-03-06,,
4147723,29819,AR,BIM,5241,1783843,AMAZON,air,received,2025-03-30,,
4147724,12699,MD,SLU,7783,1519056,UPS,air,delivered,2025-03-08,2025-03-19,2025-03-29
4147725,16432,NC,SKN,13637,1693650,USPS,air,received,2025-03-06,,
4147726,29617,WI,SLU,94500,1315289,AMAZON,sea,intransit,2025-03-24,2025-03-28,
4147727,11223,NC,ANU,72556,599879,DHL,sea,delivered,2025-01-17,2025-02-26,2025-04-01
4147728,28702,ME,SXM,89369,1261930,UPS,sea,delivered,2025-02-17,2025-02-21,2025-02-23
4147729,19101,MA,DOM,47613,779204,DHL,air,delivered,2025-01-20,2025-03-15,2025-03-16
4147730,23017,NC,GRD,43744,770695,DHL,air,received,2025-01-08,,
4147731,20485,AL,BIM,89577,1170023,USPS,sea,received,2025-01-18,,
4147732,14691,SD,FSXM,57100,393100,DHL,air,delivered,2025-03-04,2025-03-23,2025-04-03
4147733,24420,AK,SVG,48243,679305,FEDEX,sea,received,2025-03-01,,
4147734,26834,NH,ANU,94093,420225,USPS,air,intransit,2025-02-01,2025-03-03,
4147735,19620,AR,ANU,86862,1212960,DHL,sea,delivered,2025-02-12,2025-02-24,2025-03-14
4147736,19434,ID,FSXM,90814,210592,DHL,air,intransit,2025-01-19,2025-01-25,
4147737,27197,WI,SXM,9107,661633,DHL,air,intransit,2025-04-01,,
4147738,23421,NY,DOM,5359,1449740,AMAZON,air,delivered,2025-01-11,2025-02-08,2025-02-26
4147739,16328,MA,SXM,71782,1041787,FEDEX,air,received,2025-03-05,,
4147740,26243,NH,SVG,99000,557372,USPS,sea,intransit,2025-01-12,2025-02-04,
4147741,14839,MN,ANU,80497,1382915,DHL,air,intransit,2025-02-02,2025-03-04,
4147742,31027,NC,DOM,57808,1600287,AMAZON,air,intransit,2025-01-26,2025-02-20,
4147743,10626,IN,SKN,46069,797302,FEDEX,air,delivered,2025-03-31,,
4147744,12503,NV,GRD,46113,1936998,FEDEX,sea,intransit,2025-02-07,2025-02-15,
4147745,12016,MD,SXM,5303,195828,USPS,sea,received,2025-03-04,,
4147746,17437,AK,GUY,52843,81412,AMAZON,air,delivered,2025-02-15,2025-02-27,2025-03-19
4147747,29080,WA,GRD,88385,1149653,DHL,sea,intransit,2025-01-08,2025-02-16,
4147748,20869,MI,SXM,36453,1867870,USPS,air,intransit,2025-01-09,2025-02-19,
4147749,10314,CA,SXM,57471,1282544,USPS,sea,intransit,2025-03-27,,
4147750,28598,HI,BIM,55279,389446,FEDEX,air,received,2025-03-23,,
4147751,29601,MI,ANU,77933,1849070,AMAZON,sea,received,2025-01-13,,
4147752,32234,DE,GUY,46055,1064082,AMAZON,air,delivered,2025-03-25,2025-03-26,2025-03-30
4147753,33371,CT,SLU,66213,80661,AMAZON,sea,delivered,2025-01-24,2025-03-11,2025-04-01
4147754,10521,KY,SVG,31686,804013,AMAZON,air,delivered,2025-02-03,2025-02-10,2025-02-11
4147755,23363,CA,FSXM,36137,503236,USPS,air,delivered,2025-02-22,2025-03-17,2025-03-27
4147756,27937,NY,SXM,13676,1835598,USPS,sea,intransit,2025-01-28,2025-03-28,
4147757,31601,IL,SLU,12965,1481715,USPS,air,delivered,2025-02-04,2025-03-11,2025-03-26
4147758,17635,LA,FSXM,21876,1322981,AMAZON,air,intransit,2025-03-09,2025-03-22,
4147759,11330,NY,FSXM,25234,988013,UPS,sea,intransit,2025-03-25,2025-03-28,
4147760,13619,WV,SKN,63387,269105,FEDEX,sea,received,2025-02-25,,
4147761,14300,CT,DOM,17125,568409,FEDEX,air,intransit,2025-02-08,2025-03-14,
4147762,25231,MN,GUY,92609,1190418,FEDEX,air,delivered,2025-01-16,2025-03-05,2025-03-11
4147763,26232,MN,FSXM,86896,524476,USPS,sea,intransit,2025-01-11,2025-03-23,
4147764,32002,HI,SKN,72864,56284,USPS,sea,received,2025-01-03,,
4147765,26429,OK,SXM,51355,1791984,FEDEX,air,delivered,2025-04-01,,
4147766,20039,RI,SVG,22725,1374387,USPS,air,delivered,2025-01-23,2025-01-30,2025-03-28
4147767,27668,IL,SVG,37275,1975232,UPS,sea,intransit,2025-01-27,2025-02-22,
4147768,33847,AZ,GRD,47162,555052,USPS,sea,delivered,2025-02-01,2025-02-14,2025-04-02
4147769,30118,WY,GUY,95756,1109944,UPS,sea,intransit,2025-03-06,2025-03-16,
4147770,17560,HI,ANU,20895,440904,UPS,air,delivered,2025-01-13,2025-03-27,2025-03-28
4147771,10731,MT,FSXM,20705,1737809,USPS,sea,received,2025-03-06,,
4147772,25702,FL,GUY,91468,1194937,DHL,sea,intransit,2025-03-09,2025-03-25,
4147773,15068,KS,ANU,91838,1054588,DHL,sea,intransit,2025-02-04,2025-03-17,
4147774,13453,AL,FSXM,63335,1966057,USPS,air,intransit,2025-01-16,2025-01-31,
4147775,34353,VT,FSXM,66197,1061360,FEDEX,sea,delivered,2025-03-02,2025-03-17,2025-04-03
4147776,15422,HI,SXM,96344,717997,AMAZON,air,received,2025-03-14,,
4147777,27149,IA,SLU,25199,1879172,FEDEX,air,received,2025-01-12,,
4147778,15179,WI,SVG,51950,1155972,AMAZON,air,received,2025-03-09,,
4147779,32470,ME,BIM,67167,161353,UPS,air,received,2025-01-18,,
4147780,33965,NE,SLU,76333,1594269,AMAZON,sea,delivered,2025-01-13,2025-03-17,2025-04-03
4147781,23713,AK,SVG,91277,913731,FEDEX,sea,intransit,2025-01-28,2025-02-15,
4147782,14355,NJ,FSXM,19236,1430168,AMAZON,sea,intransit,2025-01-17,2025-01-30,
4147783,20914,CT,FSXM,17460,1186134,UPS,sea,intransit,2025-01-24,2025-02-18,
4147784,25841,OH,DOM,58299,107850,AMAZON,sea,intransit,2025-03-11,2025-03-16,
4147785,19820,CA,SLU,44295,1394093,FEDEX,sea,delivered,2025-03-22,2025-03-28,2025-03-30
4147786,29821,WY,GRD,11968,107784,FEDEX,sea,intransit,2025-03-20,2025-03-21,
4147787,29091,MI,SLU,13703,1950203,DHL,sea,received,2025-01-21,,
4147788,11070,KY,FSXM,85342,1660594,DHL,sea,delivered,2025-03-13,2025-03-22,2025-04-01
4147789,27582,AK,SKN,62563,1821279,DHL,air,received,2025-01-06,,
4147790,31807,SD,SVG,98009,730642,AMAZON,sea,intransit,2025-02-19,2025-03-03,
4147791,12939,VA,ANU,58413,1870069,DHL,air,received,2025-03-30,,
4147792,31232,NJ,SVG,59147,1189729,AMAZON,air,intransit,2025-02-27,2025-03-16,
4147793,34829,VA,GRD,90420,1683354,UPS,air,delivered,2025-01-10,2025-03-24,2025-04-01
4147794,10975,KS,SKN,22377,670876,FEDEX,air,intransit,2025-01-16,2025-03-05,
4147795,16533,VT,GRD,32402,1896986,UPS,sea,intransit,2025-01-08,2025-02-26,
4147796,15898,CT,SVG,49816,25159,DHL,sea,received,2025-01-29,,
4147797,31108,PA,DOM,38075,1915015,AMAZON,sea,intransit,2025-01-09,2025-03-24,
4147798,15914,IN,ANU,65261,1752540,UPS,air,received,2025-03-28,,
4147799,11077,MO,GUY,93684,370329,DHL,air,intransit,2025-02-01,2025-03-07,
4147800,33555,VA,SXM,73251,1257607,DHL,sea,intransit,2025-02-05,2025-03-12,
4147801,21224,AZ,FSXM,84235,1062169,AMAZON,air,received,2025-03-23,,
4147802,34618,ID,BIM,47497,1964233,AMAZON,sea,delivered,2025-02-03,2025-02-19,2025-04-04
4147803,19714,ME,FSXM,52209,335550,UPS,air,delivered,2025-02-14,2025-03-16,2025-04-03
4147804,32566,AR,ANU,43510,1897068,USPS,air,intransit,2025-01-02,2025-02-24,
4147805,11738,AK,SVG,39795,1400180,UPS,sea,received,2025-02-06,,
4147806,23592,WY,SKN,37144,747226,AMAZON,sea,received,2025-01-17,,
4147807,20252,LA,GRD,47880,562922,FEDEX,sea,delivered,2025-02-28,2025-03-05,2025-03-12
4147808,15082,TX,DOM,27689,43159,DHL,sea,intransit,2025-04-01,,
4147809,32754,AR,GUY,51537,685513,DHL,air,intransit,2025-01-30,2025-02-08,
4147810,22153,WV,GRD,28488,1882194,AMAZON,sea,delivered,2025-04-01,,
4147811,29622,IL,DOM,64597,1135549,USPS,air,intransit,2025-03-10,2025-03-21,
4147812,31400,NV,FSXM,52072,404194,DHL,sea,intransit,2025-02-11,2025-02-13,
4147813,23234,SC,BIM,9150,1487130,FEDEX,sea,delivered,2025-01-03,2025-03-26,2025-04-03
4147814,15525,IA,GRD,42435,1373065,AMAZON,air,delivered,2025-03-25,2025-03-27,2025-04-01
4147815,20327,OK,DOM,97646,1353559,FEDEX,sea,intransit,2025-02-23,2025-02-25,
4147816,17748,AR,GRD,81040,731752,UPS,air,delivered,2025-03-14,2025-03-16,2025-03-29
4147817,10308,MN,BIM,36354,1879192,USPS,air,received,2025-03-17,,
4147818,32025,OR,DOM,28568,761176,FEDEX,sea,delivered,2025-01-16,2025-01-26,2025-02-09
4147819,28859,MN,SXM,88748,346755,FEDEX,sea,received,2025-02-14,,
4147820,30680,CO,BIM,54275,928959,USPS,sea,received,2025-02-17,,
4147821,17296,TX,SXM,94595,1041717,FEDEX,sea,received,2025-03-12,,
4147822,12166,FL,GUY,98686,1307545,FEDEX,sea,delivered,2025-03-12,2025-03-15,2025-03-27
4147823,12549,DE,FSXM,35726,1271531,AMAZON,sea,delivered,2025-01-16,2025-02-13,2025-03-16
4147824,14193,VT,ANU,66200,23823,USPS,air,intransit,2025-02-26,2025-02-27,
4147825,10066,NV,SVG,10859,1158646,AMAZON,sea,received,2025-03-09,,
4147826,15752,WA,BIM,53875,885902,DHL,air,delivered,2025-03-04,2025-03-20,2025-03-27
4147827,24496,ID,DOM,40428,259339,USPS,air,received,2025-02-13,,
4147828,10750,CT,SKN,47768,927839,DHL,air,intransit,2025-02-18,2025-03-03,
4147829,33635,KS,SXM,50316,1026302,FEDEX,sea,intransit,2025-01-21,2025-03-09,
4147830,12948,TX,SXM,45156,466819,UPS,air,delivered,2025-02-15,2025-02-21,2025-03-29
4147831,28027,VT,SKN,58196,766117,AMAZON,sea,received,2025-01-10,,
4147832,15938,ME,BIM,82715,506673,UPS,sea,received,2025-02-13,,
4147833,16655,IN,SXM,54979,1840802,FEDEX,sea,delivered,2025-03-18,2025-03-28,2025-04-04
4147834,33711,MS,DOM,72356,1870281,USPS,air,delivered,2025-02-01,2025-03-06,2025-03-07
4147835,11600,AL,GUY,56912,1402008,FEDEX,sea,received,2025-02-02,,
4147836,29899,LA,GUY,84920,612648,FEDEX,air,received,2025-03-31,,
4147837,32135,WY,BIM,94649,326852,AMAZON,air,delivered,2025-01-19,2025-03-10,2025-04-03
4147838,15541,UT,SKN,63469,107072,AMAZON,sea,received,2025-03-21,,
4147839,24806,NV,SLU,32054,314109,AMAZON,sea,delivered,2025-04-01,,
4147840,17610,RI,GUY,16188,1585455,UPS,air,intransit,2025-03-08,2025-03-27,
4147841,14205,NE,ANU,64154,1392884,AMAZON,air,intransit,2025-02-19,2025-03-14,
4147842,28204,AZ,ANU,36046,799744,DHL,sea,received,2025-03-20,,
4147843,17490,UT,FSXM,36257,1639482,AMAZON,air,delivered,2025-03-23,2025-03-24,2025-03-28
4147844,33736,KS,ANU,61653,1049825,DHL,sea,intransit,2025-02-05,2025-03-26,
4147845,21140,MA,GUY,29003,1538066,DHL,air,intransit,2025-03-13,2025-03-20,
4147846,20015,MS,SKN,8577,1653561,DHL,air,received,2025-02-22,,
4147847,29806,CA,ANU,41372,1863328,UPS,sea,delivered,2025-02-03,2025-03-18,2025-03-28
4147848,13050,MS,SVG,34081,1583672,FEDEX,sea,intransit,2025-03-08,2025-03-19,
4147849,21648,KY,SXM,88807,1644376,DHL,air,received,2025-02-16,,
4147850,16608,AR,BIM,50885,691828,DHL,sea,delivered,2025-03-10,2025-03-27,2025-04-01
4147851,15595,VA,SXM,70576,733366,AMAZON,sea,delivered,2025-02-08,2025-02-13,2025-04-02
4147852,13824,NM,SXM,91516,1346956,UPS,air,received,2025-01-04,,
4147853,33001,ID,SXM,79894,1561711,DHL,air,delivered,2025-01-11,2025-01-13,2025-04-04
4147854,30463,MS,GRD,52231,1336959,USPS,sea,received,2025-01-28,,
4147855,26001,SD,SXM,51440,1896796,AMAZON,sea,received,2025-03-27,,
4147856,30472,VA,SKN,10970,806191,DHL,sea,received,2025-03-21,,
4147857,34497,WA,GRD,62578,1572348,AMAZON,sea,delivered,2025-02-12,2025-02-27,2025-03-10
4147858,22298,NH,GRD,85283,1979810,UPS,sea,delivered,2025-01-10,2025-03-24,2025-04-03
4147859,18155,TN,BIM,85620,1709895,USPS,air,intransit,2025-03-31,,
4147860,15850,FL,SXM,62600,1680240,UPS,sea,intransit,2025-03-19,2025-03-25,
4147861,20280,OR,SLU,98116,1275795,UPS,sea,delivered,2025-02-28,2025-03-11,2025-04-03
4147862,24544,HI,SLU,97669,869197,FEDEX,sea,received,2025-03-06,,
4147863,32314,NE,GUY,49973,282090,USPS,sea,received,2025-03-09,,
4147864,18494,SC,GUY,87229,829328,FEDEX,sea,received,2025-02-10,,
4147865,31125,KY,SVG,73811,382068,UPS,sea,intransit,2025-03-25,2025-03-28,
4147866,16864,IL,SKN,96402,1179944,USPS,air,delivered,2025-02-24,2025-03-20,2025-03-24
4147867,29577,NJ,SKN,38402,413622,DHL,sea,received,2025-04-03,,
4147868,14658,SD,FSXM,36786,1747721,UPS,air,intransit,2025-01-15,2025-03-21,
4147869,24304,NJ,DOM,64492,1923459,FEDEX,air,delivered,2025-01-13,2025-01-18,2025-04-02
4147870,10492,NC,FSXM,66268,1010781,FEDEX,sea,delivered,2025-03-08,2025-03-20,2025-03-26
4147871,26338,WY,SXM,18387,1863187,FEDEX,sea,received,2025-01-31,,
4147872,14357,LA,DOM,87369,988518,UPS,sea,delivered,2025-03-16,2025-03-25,2025-03-27
4147873,29796,OK,SVG,16310,1071752,UPS,air,received,2025-02-27,,
4147874,25792,NV,SKN,52527,980472,DHL,air,intransit,2025-04-04,,
4147875,33237,SD,DOM,50844,677933,AMAZON,air,intransit,2025-01-28,2025-03-04,
4147876,24484,OR,BIM,8051,1727192,AMAZON,air,intransit,2025-01-14,2025-03-13,
4147877,32495,MN,BIM,77740,1533888,AMAZON,air,received,2025-03-25,,
4147878,16887,WA,SVG,79987,1103249,USPS,air,received,2025-01-13,,
4147879,14409,ID,ANU,6413,1752121,UPS,air,intransit,2025-02-26,2025-03-27,
4147880,19453,TN,FSXM,20098,1914859,UPS,air,delivered,2025-01-10,2025-03-16,2025-03-17
4147881,20652,IL,FSXM,82675,843888,DHL,air,intransit,2025-01-29,2025-02-25,
4147882,26003,NV,SXM,71429,945827,DHL,sea,intransit,2025-02-10,2025-03-01,
4147883,20817,ID,ANU,41501,233303,AMAZON,air,delivered,2025-03-08,2025-03-13,2025-03-23
4147884,26271,KS,SVG,22847,449077,AMAZON,air,received,2025-01-10,,
4147885,17189,PA,ANU,70743,387606,DHL,sea,delivered,2025-02-28,2025-03-25,2025-03-30
4147886,15253,NV,SKN,39147,313047,USPS,air,delivered,2025-02-11,2025-03-19,2025-03-29
4147887,23347,VT,DOM,30408,1414353,FEDEX,air,received,2025-03-27,,
4147888,22050,AZ,SVG,71571,1742169,FEDEX,sea,intransit,2025-03-17,2025-03-25,
4147889,29756,TN,SLU,12138,449858,AMAZON,sea,received,2025-02-26,,
4147890,23885,ME,SXM,33473,621335,USPS,air,received,2025-03-24,,
4147891,34205,VT,FSXM,14758,1846620,USPS,sea,delivered,2025-02-01,2025-02-10,2025-02-15
4147892,18429,NV,SVG,56697,189714,UPS,air,received,2025-02-24,,
4147893,33101,ID,BIM,35326,1182600,USPS,sea,delivered,2025-02-01,2025-02-24,2025-03-09
4147894,18549,NV,SKN,21050,1198327,DHL,air,delivered,2025-01-23,2025-02-08,2025-03-11
4147895,15427,SD,SXM,6787,1335609,USPS,sea,intransit,2025-02-06,2025-02-19,
4147896,24446,VA,SLU,31357,1549809,UPS,sea,received,2025-03-17,,
4147897,34543,NJ,SLU,97753,191888,DHL,air,delivered,2025-02-24,2025-03-16,2025-03-23
4147898,18115,CT,SLU,76283,513174,USPS,air,received,2025-01-26,,
4147899,23069,RI,SKN,22340,539530,AMAZON,air,intransit,2025-03-26,2025-03-27,
4147900,26499,MD,GUY,15172,14014,UPS,sea,delivered,2025-01-24,2025-03-04,2025-03-14
4147901,11392,NH,GRD,62576,1443501,UPS,sea,delivered,2025-01-15,2025-03-10,2025-03-16
4147902,10127,CO,GUY,35869,466085,USPS,sea,received,2025-03-21,,
4147903,19497,SC,SXM,87446,1599000,USPS,air,delivered,2025-01-08,2025-03-28,2025-03-30
4147904,24565,WV,ANU,96549,738473,AMAZON,air,received,2025-01-25,,
4147905,27029,WV,SVG,36577,143619,USPS,sea,delivered,2025-02-01,2025-02-14,2025-02-19
4147906,30293,HI,DOM,33147,766332,USPS,air,received,2025-03-24,,
4147907,27107,AR,GRD,93281,1929652,USPS,air,received,2025-03-02,,
4147908,11374,MI,SXM,43850,402506,AMAZON,air,received,2025-02-18,,
4147909,27828,MA,ANU,80028,520678,AMAZON,air,received,2025-02-19,,
4147910,11044,AK,SXM,86076,940819,DHL,air,received,2025-03-10,,
4147911,20832,PA,BIM,10802,184588,AMAZON,sea,received,2025-01-05,,
4147912,21577,NH,GUY,29851,651564,AMAZON,sea,delivered,2025-01-28,2025-02-02,2025-02-09
4147913,13661,CO,SXM,9433,1678780,UPS,sea,received,2025-01-14,,
4147914,23055,TN,GUY,72241,1233639,USPS,sea,received,2025-03-13,,
4147915,25499,TX,ANU,81057,463829,AMAZON,sea,received,2025-03-20,,
4147916,22280,KS,ANU,47176,481768,FEDEX,air,received,2025-02-22,,
4147917,17591,AR,FSXM,74194,1637253,FEDEX,sea,intransit,2025-02-21,2025-02-23,
4147918,13663,OK,DOM,66954,872546,DHL,air,delivered,2025-01-27,2025-02-23,2025-04-01
4147919,23936,MI,DOM,36645,1732165,DHL,air,intransit,2025-01-24,2025-01-29,
4147920,34380,MT,ANU,16060,345154,AMAZON,air,received,2025-02-02,,
4147921,26520,NC,DOM,62264,629358,UPS,sea,delivered,2025-02-28,2025-03-09,2025-03-31
4147922,33452,MA,GRD,43346,871451,DHL,air,intransit,2025-03-03,2025-03-21,
4147923,30614,HI,ANU,29490,311545,USPS,air,intransit,2025-03-30,,
4147924,10173,SD,ANU,7906,1393622,FEDEX,air,received,2025-04-02,,
4147925,30149,NJ,GUY,30965,1292367,FEDEX,air,received,2025-02-16,,
4147926,16891,AK,SKN,63207,1940948,USPS,air,received,2025-02-01,,
4147927,16822,WV,SLU,22626,1930156,DHL,air,received,2025-01-04,,
4147928,15104,ME,GRD,33372,1592377,USPS,air,received,2025-01-09,,
4147929,29647,WA,BIM,57136,1062691,USPS,sea,delivered,2025-02-14,2025-03-19,2025-03-28
4147930,21542,NM,SXM,15180,1703787,AMAZON,sea,intransit,2025-03-20,2025-03-28,
4147931,34022,NE,GUY,91797,1548585,AMAZON,air,delivered,2025-02-11,2025-03-03,2025-03-24
4147932,13987,NC,SXM,98485,1405807,UPS,air,received,2025-01-19,,
4147933,13104,AR,SKN,99754,1155642,FEDEX,sea,delivered,2025-02-10,2025-03-18,2025-04-01
4147934,24483,NY,BIM,66063,127104,USPS,air,delivered,2025-02-20,2025-03-18,2025-03-22
4147935,12134,PA,BIM,22727,82181,AMAZON,sea,received,2025-01-20,,
4147936,27322,RI,DOM,29021,974066,UPS,sea,intransit,2025-01-27,2025-03-27,
4147937,24727,KY,SKN,35309,1252009,FEDEX,air,delivered,2025-03-24,2025-03-28,2025-03-30
4147938,23073,TN,DOM,9312,485799,UPS,sea,delivered,2025-03-02,2025-03-20,2025-03-26
4147939,25244,ND,GRD,52402,1034937,DHL,sea,delivered,2025-01-09,2025-03-02,2025-03-13
4147940,33851,MS,DOM,63581,1547368,DHL,air,delivered,2025-03-18,2025-03-24,2025-04-04
4147941,22498,NM,DOM,64168,252896,AMAZON,air,received,2025-03-24,,
4147942,24551,NJ,SLU,50048,477898,FEDEX,sea,received,2025-02-15,,
4147943,28315,HI,DOM,43823,1960016,DHL,sea,intransit,2025-03-24,2025-03-26,
4147944,21475,MS,ANU,72652,182790,UPS,air,intransit,2025-03-04,2025-03-26,
4147945,26310,WV,SKN,98806,1077633,AMAZON,air,received,2025-01-04,,
4147946,18643,RI,FSXM,23080,1253489,AMAZON,air,received,2025-03-26,,
4147947,22962,MD,FSXM,92147,433052,FEDEX,air,delivered,2025-03-31,,
4147948,17101,ID,GUY,57979,1034424,USPS,air,received,2025-02-26,,
4147949,21973,NY,SVG,67423,1478659,FEDEX,sea,delivered,2025-03-04,2025-03-23,2025-04-04
4147950,25318,GA,SLU,17409,1491606,USPS,air,delivered,2025-03-15,2025-03-27,2025-03-28
4147951,28567,LA,SKN,21155,1959047,UPS,sea,delivered,2025-02-01,2025-03-07,2025-03-28
4147952,18652,OH,FSXM,73439,1760401,DHL,air,delivered,2025-01-01,2025-01-30,2025-03-20
4147953,13404,IA,SXM,21784,761906,AMAZON,air,received,2025-03-13,,
4147954,11036,TN,BIM,15632,1973794,AMAZON,sea,received,2025-02-01,,
4147955,26998,AR,ANU,97830,725902,DHL,sea,delivered,2025-01-18,2025-01-28,2025-03-10
4147956,33174,NV,SVG,23154,1662742,USPS,sea,delivered,2025-03-05,2025-03-28,2025-04-03
4147957,28726,WY,SLU,87521,1749003,USPS,air,received,2025-01-22,,
4147958,19959,PA,FSXM,8098,1042738,FEDEX,sea,delivered,2025-02-13,2025-03-14,2025-03-19
4147959,31997,AR,GUY,11551,890376,USPS,sea,intransit,2025-03-03,2025-03-22,
4147960,22693,CA,ANU,18500,982387,DHL,air,intransit,2025-04-03,,
4147961,16521,UT,GUY,71662,1292717,FEDEX,sea,delivered,2025-01-12,2025-02-24,2025-03-24
4147962,32222,NJ,SXM,25970,1327530,FEDEX,sea,received,2025-02-28,,
4147963,16212,HI,SLU,23212,1085291,USPS,air,delivered,2025-01-09,2025-02-21,2025-04-04
4147964,33986,AL,SVG,65861,1969570,UPS,sea,received,2025-01-15,,
4147965,20903,TN,GUY,52540,749061,DHL,air,intransit,2025-02-15,2025-03-16,
4147966,32277,OR,DOM,29508,829809,FEDEX,sea,delivered,2025-03-22,2025-03-27,2025-04-02
4147967,23803,NC,SKN,56792,41729,FEDEX,air,received,2025-03-20,,
4147968,29669,SD,DOM,15003,1804190,FEDEX,air,received,2025-02-24,,
4147969,25943,RI,SXM,20343,1667866,USPS,air,intransit,2025-03-03,2025-03-24,
4147970,14580,IA,SLU,86916,515402,AMAZON,air,intransit,2025-02-10,2025-03-20,
4147971,20121,WY,GUY,34047,665523,UPS,sea,received,2025-04-01,,
4147972,13484,MN,GRD,19429,570995,FEDEX,air,delivered,2025-01-09,2025-03-21,2025-03-25
4147973,33511,OK,FSXM,61106,1105795,FEDEX,sea,received,2025-01-05,,
4147974,34049,IL,SLU,49263,612597,AMAZON,sea,intransit,2025-03-07,2025-03-23,
4147975,28486,AK,SXM,20239,629384,AMAZON,sea,intransit,2025-01-17,2025-03-10,
4147976,16662,CO,DOM,94407,1573019,DHL,sea,received,2025-01-13,,
4147977,14644,MD,BIM,34145,1010434,UPS,sea,delivered,2025-01-31,2025-02-07,2025-02-26
4147978,33592,WA,SKN,27260,1912261,DHL,air,intransit,2025-03-12,2025-03-13,
4147979,16429,MS,SXM,17638,885177,USPS,air,delivered,2025-03-03,2025-03-25,2025-04-01
4147980,22464,WV,SKN,76499,1726406,FEDEX,air,delivered,2025-03-12,2025-03-28,2025-03-29
4147981,34470,HI,GRD,88762,528050,DHL,air,intransit,2025-02-20,2025-02-22,
4147982,31607,GA,DOM,6221,900169,USPS,sea,intransit,2025-03-23,2025-03-24,
4147983,11825,VT,DOM,42134,1962221,UPS,air,received,2025-01-07,,
4147984,25909,MT,BIM,91865,77638,USPS,air,intransit,2025-02-09,2025-02-28,
4147985,30628,VA,GUY,12666,1210634,USPS,air,received,2025-03-01,,
4147986,16861,NJ,SLU,42175,503170,DHL,sea,delivered,2025-04-02,,
4147987,25769,AL,SKN,45250,286083,FEDEX,sea,received,2025-02-24,,
4147988,20510,WA,SKN,93838,1150200,UPS,sea,delivered,2025-03-14,2025-03-27,2025-04-01
4147989,31702,AL,FSXM,71133,1007717,AMAZON,sea,intransit,2025-02-28,2025-03-25,
4147990,10206,NE,SKN,56644,342037,USPS,sea,received,2025-01-05,,
4147991,27157,IN,ANU,32408,703616,USPS,sea,received,2025-03-31,,
4147992,17551,MI,ANU,86537,77386,UPS,air,received,2025-02-27,,
4147993,17565,LA,FSXM,56778,203893,UPS,sea,intransit,2025-03-11,2025-03-16,
4147994,24936,NJ,SLU,42779,1918785,UPS,sea,intransit,2025-04-04,,
4147995,13643,OK,SVG,40851,1268102,DHL,air,received,2025-02-06,,
4147996,23126,DE,FSXM,68480,568923,DHL,sea,delivered,2025-03-04,2025-03-23,2025-03-27
4147997,20932,TN,GUY,50669,1386744,UPS,sea,intransit,2025-03-02,2025-03-05,
4147998,18046,NJ,BIM,88706,929543,AMAZON,sea,received,2025-03-17,,
4147999,15114,ND,SKN,8508,1892650,FEDEX,air,delivered,2025-02-11,2025-03-11,2025-03-24
4148000,17172,AK,DOM,14176,745905,UPS,sea,intransit,2025-01-03,2025-03-07,
4148001,34397,IA,SKN,20325,1505905,FEDEX,sea,delivered,2025-02-10,2025-02-16,2025-02-28
4148002,33844,CO,SKN,63803,709188,UPS,air,delivered,2025-02-17,2025-02-28,2025-03-22
4148003,28824,OR,SLU,76813,521830,USPS,sea,delivered,2025-02-22,2025-03-08,2025-03-24
4148004,27674,MN,FSXM,37665,238714,USPS,sea,received,2025-03-21,,
4148005,24046,SD,FSXM,35211,288466,DHL,air,intransit,2025-03-10,2025-03-15,
4148006,15183,WY,GUY,91580,1206416,UPS,air,received,2025-03-21,,
4148007,12915,MO,SKN,56635,918921,AMAZON,sea,intransit,2025-02-01,2025-03-01,
4148008,11543,AR,ANU,63184,239126,DHL,air,delivered,2025-03-10,2025-03-20,2025-03-29
4148009,17718,GA,GRD,71321,745759,AMAZON,sea,received,2025-02-17,,
4148010,33542,NY,FSXM,76435,463733,FEDEX,air,delivered,2025-02-12,2025-03-10,2025-03-20
4148011,33691,KY,BIM,46900,1383551,FEDEX,sea,intransit,2025-01-04,2025-01-13,
4148012,28632,WA,DOM,35633,1573851,USPS,air,received,2025-01-16,,
4148013,20695,VT,DOM,62115,209695,FEDEX,air,intransit,2025-01-29,2025-02-28,
4148014,23666,SC,BIM,84027,969603,USPS,sea,delivered,2025-01-04,2025-02-14,2025-03-24
4148015,25474,CT,GUY,57142,827960,USPS,air,received,2025-02-07,,
